ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalStmtDeleted,MaxChurn,AvgChurn,HasFixHistory,IsBuggy
5,64,7,13,5,0,11,2,2,64,0,58,32,0,no
3,35,1,6,4,0,7,1,1,35,0,35,35,0,no
2,35,1,6,4,0,7,1,1,35,0,35,35,0,no
5,35,1,6,4,0,7,1,1,35,0,35,35,0,no
4,35,1,6,4,0,7,1,1,35,0,35,35,0,no
5,29,1,10,2,0,3,3,2,29,0,29,9.6667,0,no
4,29,1,9,1,0,3,1,1,29,0,29,29,0,yes
4,64,7,13,5,0,11,2,2,64,0,58,32,0,no
3,64,7,13,5,0,11,2,2,64,0,58,32,0,no
2,64,7,13,5,0,11,2,2,64,0,58,32,0,no
1,58,7,11,5,0,11,1,1,58,0,58,58,0,no
4,10,1,2,2,0,0,2,1,10,0,6,5,1,no
5,10,1,2,2,0,0,2,1,10,0,6,5,1,no
3,10,1,2,2,0,0,2,1,10,0,6,5,0,no
1,37,3,5,2,0,7,1,1,37,0,37,37,0,no
2,37,3,5,2,0,7,1,1,37,0,37,37,0,no
5,11,1,5,1,0,0,1,1,11,0,11,11,0,no
4,11,1,5,1,0,0,1,1,11,0,11,11,0,no
4,23,1,7,3,0,6,1,1,23,0,23,23,0,no
5,23,1,7,3,0,6,1,1,23,0,23,23,0,no
5,32,1,15,2,0,1,1,1,32,0,32,32,0,no
4,32,1,15,2,0,1,1,1,32,0,32,32,0,no
1,20,0,7,2,0,0,2,2,20,0,18,10,0,no
3,24,1,3,1,0,10,3,2,24,0,24,8,0,yes
4,24,1,3,1,0,10,4,3,24,0,24,6,0,no
1,24,1,3,1,0,10,3,2,24,0,24,8,0,no
2,24,1,3,1,0,10,3,2,24,0,24,8,0,no
5,25,1,3,1,0,11,5,4,25,0,24,5,1,no
5,10,1,2,2,0,0,2,1,10,0,6,5,1,no
4,10,1,2,2,0,0,2,1,10,0,6,5,1,no
3,10,1,2,2,0,0,2,1,10,0,6,5,0,no
5,28,6,10,3,0,3,1,1,28,0,28,28,0,no
4,28,6,10,3,0,3,1,1,28,0,28,28,0,no
3,28,6,10,3,0,3,1,1,28,0,28,28,0,no
3,5,6,0,0,0,0,1,1,5,0,5,5,0,no
5,5,6,0,0,0,0,1,1,5,0,5,5,0,no
4,5,6,0,0,0,0,1,1,5,0,5,5,0,no
4,29,4,10,5,0,3,1,1,29,0,29,29,0,no
5,29,4,10,5,0,3,1,1,29,0,29,29,0,no
3,6,1,2,1,0,0,4,1,6,2,4,2,0,no
2,8,1,3,1,0,0,1,1,4,0,4,4,0,yes
5,6,1,2,1,0,0,4,1,6,2,4,2,1,no
4,6,1,2,1,0,0,4,1,6,2,4,2,1,no
1,8,1,3,1,0,0,1,1,4,0,4,4,0,no
1,17,6,6,2,0,7,2,2,17,0,17,8.5,0,no
2,20,6,7,2,0,7,3,3,20,0,17,6.6667,0,no
4,23,0,7,4,0,6,8,3,32,9,14,5.125,1,yes
3,24,0,7,4,0,6,7,3,32,8,14,5.7143,0,no
5,23,0,7,4,0,6,9,3,32,9,14,4.5556,1,yes
2,33,2,8,3,0,8,2,2,33,0,24,16.5,0,no
1,33,2,8,3,0,8,2,2,33,0,24,16.5,0,no
5,10,1,2,2,0,0,1,1,10,0,10,10,0,no
4,10,1,2,2,0,0,1,1,10,0,10,10,0,no
3,10,1,2,2,0,0,1,1,10,0,10,10,0,no
5,31,0,11,4,0,4,2,1,31,0,31,15.5,0,no
3,31,0,11,4,0,4,2,1,31,0,31,15.5,0,no
4,31,0,11,4,0,4,2,1,31,0,31,15.5,0,no
3,24,5,2,2,0,4,1,1,24,0,24,24,0,no
2,24,5,2,2,0,4,1,1,24,0,24,24,0,no
1,15,6,0,0,0,3,1,1,15,0,15,15,0,no
2,15,6,0,0,0,3,1,1,15,0,15,15,0,no
3,15,6,0,0,0,3,1,1,15,0,15,15,0,no
4,15,6,0,0,0,3,1,1,15,0,15,15,0,no
5,15,6,0,0,0,3,1,1,15,0,15,15,0,no
3,14,2,3,2,0,4,1,1,14,0,14,14,0,no
5,14,2,3,2,0,4,1,1,14,0,14,14,0,no
4,14,2,3,2,0,4,1,1,14,0,14,14,0,no
4,49,4,21,5,0,2,1,1,49,0,49,49,0,no
5,49,4,21,5,0,2,1,1,49,0,49,49,0,no
2,25,7,5,3,0,2,1,1,25,0,25,25,0,no
1,25,7,5,3,0,2,1,1,25,0,25,25,0,no
5,25,7,5,3,0,2,1,1,25,0,25,25,0,no
4,25,7,5,3,0,2,1,1,25,0,25,25,0,no
3,25,7,5,3,0,2,1,1,25,0,25,25,0,no
3,27,6,7,4,0,2,1,1,27,0,27,27,0,yes
4,27,6,7,4,0,2,2,2,27,0,27,13.5,0,no
5,27,6,7,4,0,2,2,2,27,0,27,13.5,1,no
2,10,1,1,1,0,4,1,1,10,0,10,10,0,no
1,10,1,1,1,0,4,1,1,10,0,10,10,0,no
4,10,1,1,1,0,4,1,1,10,0,10,10,0,no
3,10,1,1,1,0,4,1,1,10,0,10,10,0,no
5,10,1,1,1,0,4,1,1,10,0,10,10,0,no
4,44,1,14,4,0,4,1,1,44,0,44,44,0,no
5,44,1,14,4,0,4,1,1,44,0,44,44,0,no
5,26,2,8,3,0,6,1,1,26,0,26,26,0,no
5,9,1,4,1,0,0,1,1,9,0,9,9,0,no
4,9,1,4,1,0,0,1,1,9,0,9,9,0,no
