ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalStmtDeleted,MaxChurn,AvgChurn,HasFixHistory,IsBuggy
14,75,2,3,2,0,11,7,3,150,0,75,21.4286,1,no
15,75,2,3,2,0,11,8,3,150,0,75,18.75,1,no
16,75,2,3,2,0,11,8,3,150,0,75,18.75,1,no
10,75,2,3,2,0,11,2,2,150,0,75,75,1,no
11,75,2,3,2,0,11,2,2,150,0,75,75,1,no
12,75,2,3,2,0,11,6,3,150,0,75,25,1,no
20,57,0,27,4,0,7,4,2,57,0,55,14.25,0,no
26,57,0,27,4,0,7,4,2,57,0,55,14.25,0,no
21,57,0,27,4,0,7,4,2,57,0,55,14.25,0,no
22,57,0,27,4,0,7,4,2,57,0,55,14.25,0,no
23,57,0,27,4,0,7,4,2,57,0,55,14.25,0,no
19,57,0,27,4,0,7,4,2,57,0,55,14.25,0,no
24,32,3,7,2,0,8,1,1,32,0,32,32,0,no
25,32,3,7,2,0,8,3,1,32,0,32,10.6667,0,no
5,32,3,7,3,0,13,1,1,32,0,32,32,0,no
9,21,1,8,1,0,3,5,2,42,0,21,8.4,0,no
24,11,6,3,4,0,1,1,1,11,0,11,11,0,no
25,11,6,3,4,0,1,3,1,11,0,11,3.6667,0,no
27,15,0,5,5,0,1,1,1,15,0,15,15,0,no
28,15,0,5,5,0,1,1,1,15,0,15,15,0,no
29,15,0,5,5,0,1,1,1,15,0,15,15,0,no
27,35,2,5,1,0,5,1,1,35,0,35,35,0,no
28,35,2,5,1,0,5,1,1,35,0,35,35,0,no
28,14,0,5,5,0,1,1,1,14,0,14,14,0,no
29,35,2,5,1,0,5,1,1,35,0,35,35,0,no
29,14,0,5,5,0,1,1,1,14,0,14,14,0,no
24,35,2,5,1,0,5,1,1,35,0,35,35,0,no
25,35,2,5,1,0,5,1,1,35,0,35,35,0,no
25,119,4,50,7,0,31,1,1,119,0,119,119,0,no
25,55,3,7,1,0,3,2,1,72,17,72,44.5,0,no
1,39,3,2,2,0,6,1,1,39,0,39,39,0,no
2,39,3,2,2,0,6,1,1,39,0,39,39,0,no
3,39,3,2,2,0,6,1,1,39,0,39,39,0,no
4,39,3,2,2,0,6,1,1,39,0,39,39,0,no
5,39,3,2,2,0,6,1,1,39,0,39,39,0,no
6,39,3,2,2,0,6,2,2,39,0,39,19.5,0,yes
7,39,3,2,2,0,6,3,2,39,0,39,13,0,no
10,51,4,5,2,0,11,10,4,105,3,51,10.8,1,no
11,51,4,5,2,0,11,10,4,105,3,51,10.8,1,no
12,47,4,5,2,0,11,16,4,105,11,51,7.25,1,no
13,47,4,5,2,0,11,16,4,105,11,51,7.25,1,no
14,47,4,5,2,0,11,18,4,105,11,51,6.4444,1,no
15,47,4,5,2,0,11,20,4,105,11,51,5.8,1,no
16,47,4,5,2,0,11,20,4,105,11,51,5.8,1,no
5,40,3,15,4,0,9,1,1,40,0,40,40,0,no
17,47,4,5,2,0,11,20,4,105,11,51,5.8,1,no
18,47,4,5,2,0,11,20,4,105,11,51,5.8,1,no
25,14,1,5,5,0,1,1,1,14,0,14,14,0,no
27,14,1,5,5,0,1,1,1,14,0,14,14,0,no
28,14,1,5,5,0,1,1,1,14,0,14,14,0,no
29,14,1,5,5,0,1,1,1,14,0,14,14,0,no
27,16,0,5,6,0,1,7,2,31,0,15,4.4286,0,no
28,16,0,5,6,0,1,7,2,31,0,15,4.4286,0,no
29,16,0,5,6,0,1,7,2,31,0,15,4.4286,0,no
24,26,3,9,9,0,1,1,1,26,0,26,26,0,no
29,26,3,9,9,0,1,1,1,26,0,26,26,0,no
25,26,3,9,9,0,1,1,1,26,0,26,26,0,no
27,26,3,9,9,0,1,1,1,26,0,26,26,0,no
28,26,3,9,9,0,1,1,1,26,0,26,26,0,no
27,36,0,8,4,0,13,3,2,36,0,36,12,0,no
25,36,0,8,4,0,13,1,1,36,0,36,36,0,no
4,70,1,20,4,0,24,1,1,70,0,70,70,0,no
1,70,1,20,4,0,24,1,1,70,0,70,70,0,no
2,70,1,20,4,0,24,1,1,70,0,70,70,0,no
3,70,1,20,4,0,24,1,1,70,0,70,70,0,no
27,16,0,5,5,0,1,6,2,30,0,14,5,0,no
5,46,1,20,2,0,3,1,1,46,0,46,46,0,no
1,61,6,20,3,0,1,1,1,61,0,61,61,0,no
2,61,6,20,3,0,1,1,1,61,0,61,61,0,no
3,61,6,20,3,0,1,1,1,61,0,61,61,0,no
